face_index,ground_truth_id,ground_truth_label,A_pred,A_confidence,A_pStock,A_pThread,A_pText,B_pred,B_confidence,B_pStock,B_pThread,B_pText,C_pred,C_confidence,C_pStock,C_pThread,C_pText,D_pred,D_confidence,D_pStock,D_pThread,D_pText,FrozenLast_pred,FrozenLast_confidence,FrozenLast_pStock,FrozenLast_pThread,FrozenLast_pText,FrozenBestV3_pred,FrozenBestV3_confidence,FrozenBestV3_pStock,FrozenBestV3_pThread,FrozenBestV3_pText,Scratch70K_pred,Scratch70K_confidence,Scratch70K_pStock,Scratch70K_pThread,Scratch70K_pText
194,1,Thread,Thread,0.56573826,0.42220116,0.56573826,0.01206056,Thread,0.99932611,0.00065860,0.99932611,0.00001540,Thread,0.97141212,0.02814733,0.97141212,0.00044049,Stock,0.97672337,0.97672337,0.02136552,0.00191111,Stock,0.94089407,0.94089407,0.05780985,0.00129603,Stock,0.95168585,0.95168585,0.04691651,0.00139775,Thread,0.99964941,0.00034613,0.99964941,0.00000438
195,1,Thread,Thread,0.64417696,0.34146410,0.64417696,0.01435886,Thread,0.99932611,0.00065860,0.99932611,0.00001540,Thread,0.94534206,0.05392388,0.94534206,0.00073407,Stock,0.96799928,0.96799928,0.02976884,0.00223180,Stock,0.93444926,0.93444926,0.06405069,0.00150000,Stock,0.96041262,0.96041262,0.03835308,0.00123427,Thread,0.99708694,0.00287614,0.99708694,0.00003698
196,1,Thread,Thread,0.55510974,0.43254575,0.55510974,0.01234446,Thread,0.99932611,0.00065860,0.99932611,0.00001540,Thread,0.96794730,0.03152104,0.96794730,0.00053159,Stock,0.97204351,0.97204351,0.02588410,0.00207248,Stock,0.92942715,0.92942715,0.06900946,0.00156338,Stock,0.95756614,0.95756614,0.04115422,0.00127964,Thread,0.99774665,0.00222839,0.99774665,0.00002496
197,1,Thread,Thread,0.56798124,0.41999137,0.56798124,0.01202729,Thread,0.99932623,0.00065842,0.99932623,0.00001539,Thread,0.97141033,0.02814925,0.97141033,0.00044043,Stock,0.97054100,0.97054100,0.02758442,0.00187461,Stock,0.92488033,0.92488033,0.07365313,0.00146660,Stock,0.95013726,0.95013726,0.04829978,0.00156297,Thread,0.99991083,0.00008819,0.99991083,0.00000096
198,1,Thread,Thread,0.64409065,0.34155113,0.64409065,0.01435823,Thread,0.99932611,0.00065860,0.99932611,0.00001540,Thread,0.94184387,0.05743812,0.94184387,0.00071795,Stock,0.96831918,0.96831918,0.02948009,0.00220069,Stock,0.93257600,0.93257600,0.06588839,0.00153566,Stock,0.95992720,0.95992720,0.03883534,0.00123749,Thread,0.99689072,0.00306881,0.99689072,0.00004048
199,1,Thread,Thread,0.51029223,0.47752634,0.51029223,0.01218149,Thread,0.99932611,0.00065860,0.99932611,0.00001540,Thread,0.96292335,0.03651503,0.96292335,0.00056153,Stock,0.96501619,0.96501619,0.03310187,0.00188191,Stock,0.91054994,0.91054994,0.08786579,0.00158422,Stock,0.94984907,0.94984907,0.04868837,0.00146257,Thread,0.99861038,0.00137381,0.99861038,0.00001580
200,1,Thread,Thread,0.56573904,0.42220044,0.56573904,0.01206049,Thread,0.99932611,0.00065860,0.99932611,0.00001540,Thread,0.97141415,0.02814533,0.97141415,0.00044054,Stock,0.97826809,0.97826809,0.01982952,0.00190236,Stock,0.94528890,0.94528890,0.05340062,0.00131041,Stock,0.95279109,0.95279109,0.04581004,0.00139885,Thread,0.99972862,0.00026806,0.99972862,0.00000334
201,1,Thread,Thread,0.64396495,0.34167546,0.64396495,0.01435963,Thread,0.99932611,0.00065860,0.99932611,0.00001540,Thread,0.94944119,0.04985037,0.94944119,0.00070842,Stock,0.96867365,0.96867365,0.02914311,0.00218333,Stock,0.93895960,0.93895960,0.05962414,0.00141628,Stock,0.96220994,0.96220994,0.03658129,0.00120877,Thread,0.99692118,0.00303893,0.99692118,0.00003994
202,1,Thread,Thread,0.56109965,0.42653874,0.56109965,0.01236159,Thread,0.99932611,0.00065860,0.99932611,0.00001540,Thread,0.96956033,0.02993980,0.96956033,0.00049992,Stock,0.97192478,0.97192478,0.02600189,0.00207338,Stock,0.93170202,0.93170202,0.06673693,0.00156107,Stock,0.96015257,0.96015257,0.03861084,0.00123663,Thread,0.99750805,0.00246320,0.99750805,0.00002876
203,1,Thread,Thread,0.56988102,0.41811994,0.56988102,0.01199901,Thread,0.99932623,0.00065844,0.99932623,0.00001539,Thread,0.97141033,0.02814925,0.97141033,0.00044043,Stock,0.96952462,0.96952462,0.02857758,0.00189779,Stock,0.92754155,0.92754155,0.07097611,0.00148228,Stock,0.95013165,0.95013165,0.04829980,0.00156844,Thread,0.99992394,0.00007525,0.99992394,0.00000081
204,1,Thread,Thread,0.64299047,0.34263700,0.64299047,0.01437256,Thread,0.99932611,0.00065860,0.99932611,0.00001540,Thread,0.94331998,0.05594900,0.94331998,0.00073108,Stock,0.96907449,0.96907449,0.02877428,0.00215130,Stock,0.93708175,0.93708175,0.06146347,0.00145474,Stock,0.96126169,0.96126169,0.03751703,0.00122118,Thread,0.99676943,0.00318793,0.99676943,0.00004266
205,1,Thread,Thread,0.52862012,0.45909062,0.52862012,0.01228923,Thread,0.99932611,0.00065860,0.99932611,0.00001540,Thread,0.96409446,0.03536341,0.96409446,0.00054209,Stock,0.96448928,0.96448928,0.03368066,0.00183012,Stock,0.91067600,0.91067600,0.08774001,0.00158399,Stock,0.94986618,0.94986618,0.04867170,0.00146218,Thread,0.99861109,0.00137318,0.99861109,0.00001571
206,1,Thread,Thread,0.56587827,0.42206326,0.56587827,0.01205847,Thread,0.99932611,0.00065860,0.99932611,0.00001540,Thread,0.97142595,0.02813321,0.97142595,0.00044089,Stock,0.97865993,0.97865993,0.01944233,0.00189778,Stock,0.94573492,0.94573492,0.05295121,0.00131389,Stock,0.95421445,0.95421445,0.04438230,0.00140326,Thread,0.99988115,0.00011739,0.99988115,0.00000138
207,1,Thread,Thread,0.64208663,0.34352860,0.64208663,0.01438477,Thread,0.99932611,0.00065860,0.99932611,0.00001540,Thread,0.95245552,0.04686147,0.95245552,0.00068301,Stock,0.96947688,0.96947688,0.02838700,0.00213604,Stock,0.93961704,0.93961704,0.05897387,0.00140915,Stock,0.96278310,0.96278310,0.03601419,0.00120266,Thread,0.99698740,0.00297387,0.99698740,0.00003877
208,1,Thread,Thread,0.56648064,0.42111832,0.56648064,0.01240104,Thread,0.99932611,0.00065860,0.99932611,0.00001540,Thread,0.97322875,0.02632080,0.97322875,0.00045045,Stock,0.97173721,0.97173721,0.02618994,0.00207288,Stock,0.93443239,0.93443239,0.06404786,0.00151979,Stock,0.96173459,0.96173459,0.03703866,0.00122671,Thread,0.99777919,0.00219623,0.99777919,0.00002458
209,1,Thread,Thread,0.56596631,0.42197654,0.56596631,0.01205718,Thread,0.99932611,0.00065860,0.99932611,0.00001540,Thread,0.97144532,0.02811329,0.97144532,0.00044145,Stock,0.97876304,0.97876304,0.01934181,0.00189519,Stock,0.94557881,0.94557881,0.05310404,0.00131711,Stock,0.95455331,0.95455331,0.04404132,0.00140537,Thread,0.99990547,0.00009344,0.99990547,0.00000108
210,1,Thread,Thread,0.64032739,0.34526852,0.64032739,0.01440400,Thread,0.99932611,0.00065860,0.99932611,0.00001540,Thread,0.95330375,0.04601723,0.95330375,0.00067900,Stock,0.96990407,0.96990407,0.02797824,0.00211777,Stock,0.93976855,0.93976855,0.05882047,0.00141106,Stock,0.96290886,0.96290886,0.03588842,0.00120270,Thread,0.99707818,0.00288472,0.99707818,0.00003714
211,1,Thread,Thread,0.56891882,0.41865131,0.56891882,0.01242985,Thread,0.99932611,0.00065860,0.99932611,0.00001540,Thread,0.97360015,0.02595413,0.97360015,0.00044562,Stock,0.97167081,0.97167081,0.02625798,0.00207119,Stock,0.93643624,0.93643624,0.06208185,0.00148195,Stock,0.96239418,0.96239418,0.03637794,0.00122788,Thread,0.99795204,0.00202588,0.99795204,0.00002212
212,1,Thread,Thread,0.56617731,0.42176855,0.56617731,0.01205407,Thread,0.99932611,0.00065860,0.99932611,0.00001540,Thread,0.97148657,0.02807083,0.97148657,0.00044264,Stock,0.97880095,0.97880095,0.01930573,0.00189334,Stock,0.94526565,0.94526565,0.05341270,0.00132171,Stock,0.95470142,0.95470142,0.04389235,0.00140624,Thread,0.99991333,0.00008565,0.99991333,0.00000100
213,1,Thread,Thread,0.63788337,0.34768447,0.63788337,0.01443211,Thread,0.99932611,0.00065860,0.99932611,0.00001540,Thread,0.95497018,0.04435422,0.95497018,0.00067566,Stock,0.97030926,0.97030926,0.02759175,0.00209896,Stock,0.93982011,0.93982011,0.05876407,0.00141574,Stock,0.96295047,0.96295047,0.03584671,0.00120276,Thread,0.99721706,0.00274832,0.99721706,0.00003464
214,1,Thread,Thread,0.57250172,0.41500145,0.57250172,0.01249678,Thread,0.99932611,0.00065860,0.99932611,0.00001540,Thread,0.97370082,0.02585480,0.97370082,0.00044438,Stock,0.97163707,0.97163707,0.02629513,0.00206783,Stock,0.93789965,0.93789965,0.06064295,0.00145740,Stock,0.96298349,0.96298349,0.03578458,0.00123188,Thread,0.99806470,0.00191467,0.99806470,0.00002057
215,1,Thread,Thread,0.56658852,0.42136356,0.56658852,0.01204800,Thread,0.99932611,0.00065860,0.99932611,0.00001540,Thread,0.97156996,0.02798480,0.97156996,0.00044520,Stock,0.97879958,0.97879958,0.01930812,0.00189234,Stock,0.94476724,0.94476724,0.05390466,0.00132804,Stock,0.95447892,0.95447892,0.04411574,0.00140527,Thread,0.99991536,0.00008358,0.99991536,0.00000102
216,1,Thread,Thread,0.63574445,0.34980428,0.63574445,0.01445123,Thread,0.99932611,0.00065860,0.99932611,0.00001540,Thread,0.95737362,0.04195815,0.95737362,0.00066821,Stock,0.97072035,0.97072035,0.02719822,0.00208140,Stock,0.93989593,0.93989593,0.05868158,0.00142247,Stock,0.96295166,0.96295166,0.03584524,0.00120318,Thread,0.99739683,0.00257166,0.99739683,0.00003148
217,1,Thread,Thread,0.58051521,0.40686378,0.58051521,0.01262109,Thread,0.99932611,0.00065860,0.99932611,0.00001540,Thread,0.97372764,0.02582830,0.97372764,0.00044407,Stock,0.97173125,0.97173125,0.02620863,0.00206006,Stock,0.93886334,0.93886334,0.05968931,0.00144740,Stock,0.96341038,0.96341038,0.03535142,0.00123818,Thread,0.99814606,0.00183442,0.99814606,0.00001949
218,1,Thread,Thread,0.56798720,0.41998538,0.56798720,0.01202743,Thread,0.99932611,0.00065860,0.99932611,0.00001540,Thread,0.97172302,0.02782673,0.97172302,0.00045029,Stock,0.97861713,0.97861713,0.01948850,0.00189448,Stock,0.94378722,0.94378722,0.05487366,0.00133921,Stock,0.95345014,0.95345014,0.04514500,0.00140482,Thread,0.99991584,0.00008307,0.99991584,0.00000107
219,1,Thread,Thread,0.63598412,0.34958979,0.63598412,0.01442607,Thread,0.99932611,0.00065860,0.99932611,0.00001540,Thread,0.95827311,0.04106302,0.95827311,0.00066381,Stock,0.97110975,0.97110975,0.02682290,0.00206732,Stock,0.93992269,0.93992269,0.05864603,0.00143125,Stock,0.96282434,0.96282434,0.03597108,0.00120459,Thread,0.99759966,0.00237230,0.99759966,0.00002810
220,1,Thread,Thread,0.59664732,0.39046264,0.59664732,0.01289000,Thread,0.99932611,0.00065860,0.99932611,0.00001540,Thread,0.97373509,0.02582088,0.97373509,0.00044399,Stock,0.97185969,0.97185969,0.02608817,0.00205215,Stock,0.93910766,0.93910766,0.05944082,0.00145160,Stock,0.96329403,0.96329403,0.03546335,0.00124257,Thread,0.99818403,0.00179686,0.99818403,0.00001900
221,1,Thread,Thread,0.57376999,0.41428846,0.57376999,0.01194149,Thread,0.99932611,0.00065860,0.99932611,0.00001540,Thread,0.97196937,0.02757213,0.97196937,0.00045849,Stock,0.97779441,0.97779441,0.02030581,0.00189977,Stock,0.94082505,0.94082505,0.05782867,0.00134634,Stock,0.95251799,0.95251799,0.04607069,0.00141136,Thread,0.99991846,0.00008041,0.99991846,0.00000112
222,1,Thread,Thread,0.63793021,0.34770381,0.63793021,0.01436604,Thread,0.99932611,0.00065860,0.99932611,0.00001540,Thread,0.95841271,0.04092422,0.95841271,0.00066304,Stock,0.97148794,0.97148794,0.02645510,0.00205689,Stock,0.93993038,0.93993038,0.05863063,0.00143892,Stock,0.96242875,0.96242875,0.03635951,0.00121179,Thread,0.99779546,0.00217959,0.99779546,0.00002498
223,1,Thread,Thread,0.61552262,0.37118503,0.61552262,0.01329234,Thread,0.99932611,0.00065860,0.99932611,0.00001540,Thread,0.97373790,0.02581809,0.97373790,0.00044397,Stock,0.97189236,0.97189236,0.02605822,0.00204941,Stock,0.93884224,0.93884224,0.05969483,0.00146287,Stock,0.96253806,0.96253806,0.03621729,0.00124461,Thread,0.99820483,0.00177651,0.99820483,0.00001874
224,1,Thread,Thread,0.58844155,0.39982781,0.58844155,0.01173059,Thread,0.99932611,0.00065860,0.99932611,0.00001540,Thread,0.97226733,0.02726556,0.97226733,0.00046706,Stock,0.97541714,0.97541714,0.02268186,0.00190109,Stock,0.93384486,0.93384486,0.06482405,0.00133106,Stock,0.95143282,0.95143282,0.04713541,0.00143181,Thread,0.99992514,0.00007373,0.99992514,0.00000112
225,1,Thread,Thread,0.63990772,0.34581065,0.63990772,0.01428165,Thread,0.99932611,0.00065860,0.99932611,0.00001540,Thread,0.95843494,0.04090231,0.95843494,0.00066282,Stock,0.97190589,0.97190589,0.02604827,0.00204591,Stock,0.93983698,0.93983698,0.05871473,0.00144834,Stock,0.96140712,0.96140712,0.03736653,0.00122630,Thread,0.99793720,0.00203999,0.99793720,0.00002279
226,1,Thread,Thread,0.63038051,0.35585478,0.63038051,0.01376463,Thread,0.99932611,0.00065860,0.99932611,0.00001540,Thread,0.97374016,0.02581578,0.97374016,0.00044396,Stock,0.97172999,0.97172999,0.02621423,0.00205577,Stock,0.93811578,0.93811578,0.06040418,0.00147999,Stock,0.96137047,0.96137047,0.03738415,0.00124543,Thread,0.99822050,0.00176089,0.99822050,0.00001854
227,1,Thread,Thread,0.61617559,0.37212586,0.61617559,0.01169848,Thread,0.99932611,0.00065860,0.99932611,0.00001540,Thread,0.97265935,0.02687359,0.97265935,0.00046709,Stock,0.97180462,0.97180462,0.02629114,0.00190415,Stock,0.93079835,0.93079835,0.06787034,0.00133135,Stock,0.95030916,0.95030916,0.04823719,0.00145367,Thread,0.99993384,0.00006512,0.99993384,0.00000108
228,1,Thread,Thread,0.64133185,0.34443352,0.64133185,0.01423457,Thread,0.99932611,0.00065860,0.99932611,0.00001540,Thread,0.95844263,0.04089472,0.95844263,0.00066267,Stock,0.97229993,0.97229993,0.02566624,0.00203385,Stock,0.93915915,0.93915915,0.05937698,0.00146388,Stock,0.96021748,0.96021748,0.03855811,0.00122429,Thread,0.99803668,0.00194209,0.99803668,0.00002128
229,1,Thread,Thread,0.63685679,0.34915504,0.63685679,0.01398818,Thread,0.99932611,0.00065860,0.99932611,0.00001540,Thread,0.97374356,0.02581250,0.97374356,0.00044394,Stock,0.97113550,0.97113550,0.02678411,0.00208052,Stock,0.93657297,0.93657297,0.06192338,0.00150356,Stock,0.96029580,0.96029580,0.03845904,0.00124514,Thread,0.99823076,0.00175078,0.99823076,0.00001840
230,1,Thread,Thread,0.64503211,0.34333795,0.64503211,0.01162993,Thread,0.99932611,0.00065860,0.99932611,0.00001540,Thread,0.97376913,0.02578710,0.97376913,0.00044380,Stock,0.96771818,0.96771818,0.03030175,0.00198009,Stock,0.93040234,0.93040234,0.06826286,0.00133478,Stock,0.94838572,0.94838572,0.05013397,0.00148033,Thread,0.99993849,0.00006046,0.99993849,0.00000106
231,1,Thread,Thread,0.64158952,0.34419703,0.64158952,0.01421344,Thread,0.99932611,0.00065860,0.99932611,0.00001540,Thread,0.95845026,0.04088723,0.95845026,0.00066251,Stock,0.97252953,0.97252953,0.02544136,0.00202905,Stock,0.93493092,0.93493092,0.06356046,0.00150862,Stock,0.95935118,0.95935118,0.03942177,0.00122706,Thread,0.99808723,0.00189226,0.99808723,0.00002052
232,1,Thread,Thread,0.64029318,0.34555489,0.64029318,0.01415202,Thread,0.99932611,0.00065860,0.99932611,0.00001540,Thread,0.97374421,0.02581191,0.97374421,0.00044393,Stock,0.97009283,0.97009283,0.02778850,0.00211876,Stock,0.93146509,0.93146509,0.06698582,0.00154916,Stock,0.95911241,0.95911241,0.03962996,0.00125770,Thread,0.99823785,0.00174376,0.99823785,0.00001830
233,1,Thread,Thread,0.63805401,0.35021356,0.63805401,0.01173244,Thread,0.99932611,0.00065857,0.99932611,0.00001540,Thread,0.97148347,0.02807636,0.97148347,0.00044017,Stock,0.96244919,0.96244919,0.03554547,0.00200532,Stock,0.89117408,0.89117408,0.10692291,0.00190306,Stock,0.94480991,0.94480991,0.05363865,0.00155144,Thread,0.99997509,0.00002463,0.99997509,0.00000027
234,1,Thread,Thread,0.60983115,0.37767583,0.60983115,0.01249309,Thread,0.99932611,0.00065860,0.99932611,0.00001540,Thread,0.96280354,0.03665078,0.96280354,0.00054562,Stock,0.96519655,0.96519655,0.03305108,0.00175235,Stock,0.91056663,0.91056663,0.08784972,0.00158359,Stock,0.94992024,0.94992024,0.04861942,0.00146031,Thread,0.99983490,0.00016301,0.99983490,0.00000201
235,1,Thread,Thread,0.64084136,0.34498835,0.64084136,0.01417038,Thread,0.99932611,0.00065860,0.99932611,0.00001540,Thread,0.97374630,0.02580996,0.97374630,0.00044372,Stock,0.96895009,0.96895009,0.02888714,0.00216272,Stock,0.91551137,0.91551137,0.08290685,0.00158178,Stock,0.95416027,0.95416027,0.04448250,0.00135725,Thread,0.99799132,0.00198720,0.99799132,0.00002152
236,1,Thread,Thread,0.63521248,0.35347286,0.63521248,0.01131466,Thread,0.99932611,0.00065860,0.99932611,0.00001540,Thread,0.97496378,0.02462003,0.97496378,0.00041624,Stock,0.96393293,0.96393293,0.03403049,0.00203656,Stock,0.91436446,0.91436446,0.08404226,0.00159325,Stock,0.94657004,0.94657004,0.05186563,0.00156435,Thread,0.99994230,0.00005660,0.99994230,0.00000104
237,1,Thread,Thread,0.64203560,0.34372920,0.64203560,0.01423520,Thread,0.99932611,0.00065860,0.99932611,0.00001540,Thread,0.95878112,0.04056205,0.95878112,0.00065681,Stock,0.97243237,0.97243237,0.02552086,0.00204669,Stock,0.91601592,0.91601592,0.08253465,0.00144954,Stock,0.95190459,0.95190459,0.04668372,0.00141167,Thread,0.99812168,0.00185827,0.99812168,0.00002003
238,1,Thread,Thread,0.64321804,0.34247452,0.64321804,0.01430743,Thread,0.99932611,0.00065860,0.99932611,0.00001540,Thread,0.97376597,0.02579024,0.97376597,0.00044383,Stock,0.96824628,0.96824628,0.02954908,0.00220462,Stock,0.91102904,0.91102904,0.08738789,0.00158305,Stock,0.95103317,0.95103317,0.04753264,0.00143412,Thread,0.99824381,0.00173796,0.99824381,0.00001822
239,1,Thread,Thread,0.64300519,0.34523284,0.64300519,0.01176187,Thread,0.99932611,0.00065857,0.99932611,0.00001540,Thread,0.97384167,0.02575266,0.97384167,0.00040557,Stock,0.95450228,0.95450228,0.04324554,0.00225215,Stock,0.87047797,0.87047797,0.12728210,0.00224000,Stock,0.93675697,0.93675697,0.06169505,0.00154799,Thread,0.99997425,0.00002549,0.99997425,0.00000029
240,1,Thread,Thread,0.61374921,0.37360471,0.61374921,0.01264616,Thread,0.99932611,0.00065860,0.99932611,0.00001540,Thread,0.96322036,0.03623030,0.96322036,0.00054932,Stock,0.96470356,0.96470356,0.03340132,0.00189507,Stock,0.91121107,0.91121107,0.08722975,0.00155922,Stock,0.95044464,0.95044464,0.04812159,0.00143378,Thread,0.99989176,0.00010687,0.99989176,0.00000130
241,1,Thread,Thread,0.64337730,0.34230757,0.64337730,0.01431512,Thread,0.99932611,0.00065860,0.99932611,0.00001540,Thread,0.97376060,0.02579590,0.97376060,0.00044343,Stock,0.96769094,0.96769094,0.03007758,0.00223147,Stock,0.91055387,0.91055387,0.08786194,0.00158411,Stock,0.95012015,0.95012015,0.04842486,0.00145497,Thread,0.99814892,0.00183170,0.99814892,0.00001944
242,1,Thread,Thread,0.67735273,0.30952311,0.67735273,0.01312419,Thread,0.99932599,0.00065866,0.99932599,0.00001540,Thread,0.97497863,0.02460537,0.97497863,0.00041595,Stock,0.95231950,0.95231950,0.04532684,0.00235367,Stock,0.87126631,0.87126631,0.12650484,0.00222880,Stock,0.94173223,0.94173223,0.05672716,0.00154061,Thread,0.99994493,0.00005403,0.99994493,0.00000101
243,1,Thread,Thread,0.64250791,0.34322739,0.64250791,0.01426471,Thread,0.99932599,0.00065861,0.99932599,0.00001540,Thread,0.96404791,0.03538551,0.96404791,0.00056656,Stock,0.97221541,0.97221541,0.02572189,0.00206272,Stock,0.91783690,0.91783690,0.08075879,0.00140430,Stock,0.95116395,0.95116395,0.04742698,0.00140905,Thread,0.99813843,0.00184165,0.99813843,0.00001982
244,1,Thread,Thread,0.64399785,0.34165382,0.64399785,0.01434829,Thread,0.99932611,0.00065860,0.99932611,0.00001540,Thread,0.97391123,0.02564555,0.97391123,0.00044332,Stock,0.96747971,0.96747971,0.03026409,0.00225628,Stock,0.91053194,0.91053194,0.08788387,0.00158415,Stock,0.94996327,0.94996327,0.04857769,0.00145907,Thread,0.99824584,0.00173602,0.99824584,0.00001819
245,1,Thread,Thread,0.69927901,0.28717422,0.69927901,0.01354684,Thread,0.99932611,0.00065855,0.99932611,0.00001540,Thread,0.97486252,0.02472839,0.97486252,0.00040905,Stock,0.95042449,0.95042449,0.04722465,0.00235083,Stock,0.83801174,0.83801174,0.15929680,0.00269142,Stock,0.88657147,0.88657147,0.11126446,0.00216406,Thread,0.99995160,0.00004756,0.99995160,0.00000089
246,1,Thread,Thread,0.64101028,0.34482074,0.64101028,0.01416895,Thread,0.99932611,0.00065860,0.99932611,0.00001540,Thread,0.95938253,0.03997470,0.95938253,0.00064278,Stock,0.97121960,0.97121960,0.02668653,0.00209387,Stock,0.91785318,0.91785318,0.08074313,0.00140375,Stock,0.94984668,0.94984668,0.04872514,0.00142815,Thread,0.99781311,0.00216213,0.99781311,0.00002471
247,1,Thread,Thread,0.64188910,0.34388930,0.64188910,0.01422162,Thread,0.99932611,0.00065860,0.99932611,0.00001540,Thread,0.97975576,0.01990457,0.97975576,0.00033963,Stock,0.94385165,0.94385165,0.05330827,0.00284014,Stock,0.90888798,0.90888798,0.08948183,0.00163022,Stock,0.94680768,0.94680768,0.05167918,0.00151313,Thread,0.99952364,0.00046974,0.99952364,0.00000672
248,1,Thread,Thread,0.69923890,0.28721517,0.69923890,0.01354596,Thread,0.99931777,0.00066654,0.99931777,0.00001573,Thread,0.97496265,0.02461969,0.97496265,0.00041758,Stock,0.95042771,0.95042771,0.04718481,0.00238745,Stock,0.86688834,0.86688834,0.13083473,0.00227690,Stock,0.92737645,0.92737645,0.07106877,0.00155484,Thread,0.99994195,0.00005702,0.99994195,0.00000108
249,1,Thread,Thread,0.64122117,0.34459737,0.64122117,0.01418148,Thread,0.99932587,0.00065883,0.99932587,0.00001541,Thread,0.96468914,0.03475513,0.96468914,0.00055562,Stock,0.97018236,0.97018236,0.02769410,0.00212355,Stock,0.91800094,0.91800094,0.08059778,0.00140128,Stock,0.94873559,0.94873559,0.04982990,0.00143457,Thread,0.99812084,0.00185896,0.99812084,0.00002020
