stem,ours_lbl_0,ours_lbl_1,ours_lbl_2,ours_lbl_3,ours_lbl_4,ours_lbl_5,ours_lbl_6,ours_lbl_7,ours_lbl_8,ours_lbl_9,ours_lbl_10,ours_lbl_11,ours_lbl_12,ours_lbl_13,ours_lbl_14,ours_lbl_16,ours_lbl_17,ours_lbl_18,ours_lbl_19,ours_lbl_20,ours_lbl_21,ours_lbl_22,ours_lbl_23,ours_lbl_24,auth_lbl_0,auth_lbl_1,auth_lbl_2,auth_lbl_3,auth_lbl_4,auth_lbl_5,auth_lbl_6,auth_lbl_7,auth_lbl_8,auth_lbl_9,auth_lbl_10,auth_lbl_11,auth_lbl_12,auth_lbl_13,auth_lbl_14,auth_lbl_16,auth_lbl_17,auth_lbl_18,auth_lbl_19,auth_lbl_20,auth_lbl_21,auth_lbl_22,auth_lbl_23,auth_lbl_24
00009788,19,0,0,0,3,10,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,16,0,0,0,3,12,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0
00009789,13,0,0,0,0,6,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,6,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0
00009790,14,0,0,0,3,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,3,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00009792,19,6,2,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,15,6,4,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0
00009800,16,0,0,0,0,0,0,2,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,14,0,0,0,0,0,0,3,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,0
00009801,11,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,5,4,0,0,0,0,4,0,0,0,0,0
00009806,17,0,2,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,16,0,2,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
00009810,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
00009812,23,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,22,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0
00009825,10,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,2,0,4,5,0,0,0,9,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,2,0,4,5,0,0,0
00009831,16,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,1,0,0,0,5,0,0,0,15,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,1,0,0,0,5,0,0,0
00009832,7,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0
00009838,21,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,9,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,10,0,0,0
00009875,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0
00009876,13,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
00009885,13,3,0,0,0,0,2,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,2,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0
00009891,22,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
00009892,31,3,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29,3,0,0,0,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
00009912,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
00009926,20,3,0,0,0,6,0,0,0,0,0,4,0,3,0,0,1,0,0,0,0,0,0,0,19,3,0,0,0,6,0,0,0,0,0,4,0,4,0,0,1,0,0,0,0,0,0,0
00009931,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00009934,10,0,2,12,0,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,2,12,0,0,2,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,2,0
00009943,15,2,0,0,3,12,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,3,12,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
00009959,16,0,0,0,0,0,0,0,2,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,2,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0
00009962,31,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,2,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
00009969,21,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,4,0,0,0,0,0
00009980,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
00009988,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,7,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,4,0,0,0,0
00009997,9,0,0,0,3,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0
00009998,13,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,2,0,0,0,0,3,0,0,12,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,2,0,0,0,0,3,0,0
00010016,15,0,0,0,0,0,0,0,3,0,0,4,5,0,0,0,0,0,0,0,5,0,0,0,14,0,0,0,0,0,0,0,4,0,0,4,5,0,0,0,0,0,0,0,5,0,0,0
00010018,15,0,0,4,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,14,0,0,4,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0
00010026,7,0,0,4,0,0,0,0,0,0,1,4,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,2,4,0,0,0,0,0,2,0,0,0,0,0,0
00010029,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,17,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0
00010030,18,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,2,0,4,0,0,0,0,17,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,2,0,4,0,0,0,0
00010032,15,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
00010039,21,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,3,0,0,19,3,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,3,0,0
00010043,13,0,0,0,0,6,0,0,0,3,0,0,0,0,6,0,1,0,0,4,0,0,0,0,12,0,0,0,0,6,0,0,0,3,0,0,0,0,7,0,1,0,0,4,0,0,0,0
00010056,28,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,0,0,8,3,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
00010066,12,0,0,0,0,12,0,0,0,0,0,4,0,3,6,0,0,0,0,0,0,0,0,0,10,0,0,0,0,12,0,0,0,0,0,4,0,4,7,0,0,0,0,0,0,0,0,0
00010085,8,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,7,3,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0
00010091,22,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
00010115,15,3,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,14,3,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0
00010125,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0
00010146,10,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
00010162,14,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0
00010192,7,0,0,0,0,12,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,12,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00010193,12,0,0,4,0,0,4,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,11,0,0,4,0,0,4,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0
00010195,22,0,0,0,0,4,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,19,0,0,0,0,6,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0
00010198,9,0,0,0,3,6,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,3,6,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0
00010199,16,0,0,0,0,7,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,7,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0
00010211,30,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00010220,15,3,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14,3,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
00010222,15,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,10,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,10,0,0,0
00010224,13,0,0,4,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,12,0,0,4,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
00010245,17,10,4,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,4,4,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
00010253,12,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,5,0,0,0
00010256,19,0,0,0,3,6,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,18,0,0,0,3,6,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0
00010262,15,0,0,4,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,4,0,0,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0
00010275,26,3,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,24,3,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0
00010279,23,3,0,0,0,6,0,0,0,0,0,0,0,3,0,0,2,0,0,0,10,0,0,0,22,3,0,0,0,6,0,0,0,0,0,0,0,4,0,0,2,0,0,0,10,0,0,0
00010286,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,5,0,0,0
00010289,14,0,0,4,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,0,0,4,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0
00010290,16,0,0,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,2,0,14,0,0,4,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,2,0
00010297,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
00010303,12,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,0,0,0,2,0,11,0,0,0,0,0,0,0,0,3,0,4,0,4,0,0,0,0,0,0,0,0,2,0
00010305,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,18,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
00010306,8,3,0,4,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,3,0,4,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
00010311,17,0,0,0,0,12,5,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,12,6,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
00010319,9,0,0,0,0,6,2,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,2,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
00010320,13,3,0,0,0,6,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,6,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
00010327,11,12,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,12,0,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
00010340,18,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,17,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0
00010348,24,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,0,0
00010354,20,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,3,0,0,16,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,3,0,0
00010356,12,0,0,0,0,0,2,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,2,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0
00010360,18,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,4,4,0,0,2,0,16,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,4,4,0,0,2,0
00010377,19,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,0,4,0,0,0,0,0,17,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,1,0,4,0,0,0,0,0
00010382,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,3,0,0
00010399,15,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,3,0,0,14,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,3,0,0
00010402,13,0,0,0,0,12,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,12,0,0,0,0,12,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
00010421,25,0,0,4,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,4,0,0,0,0,23,0,0,4,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,4,0,0,0,0
00010422,7,0,0,0,3,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0
00010425,16,0,0,0,0,0,0,0,0,0,0,8,0,0,6,0,0,4,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,0,0,0,0
00010429,7,0,0,0,0,6,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0
00010432,13,0,0,0,0,6,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,6,2,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
00010439,14,3,0,0,0,0,0,0,2,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,2,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0
00010448,11,0,0,4,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
00010449,9,0,0,0,0,0,2,0,0,0,0,4,5,0,6,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,4,5,0,7,0,0,0,0,4,0,0,0,0
00010452,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,6,0,0,18,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,6,0,0
00010453,12,0,0,4,3,0,0,0,0,0,0,4,0,0,6,0,0,0,4,0,0,0,0,0,11,0,0,4,3,0,0,0,0,0,0,4,0,0,7,0,0,0,4,0,0,0,0,0
00010462,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,0,0,0
00010472,8,0,0,0,0,0,2,0,0,0,1,4,0,0,0,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,2,4,0,0,0,1,1,0,0,0,0,0,0,0
00010486,8,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00010489,11,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
00010491,15,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,1,0,0,0,0,2,0,14,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,2,0,0,0,0,2,0
00010493,29,1,0,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24,3,0,0,0,0,2,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
00010496,18,0,2,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,2,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
00010500,14,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0
00010501,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,19,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0
00010506,14,0,0,3,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,12,0,0,4,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0
00010539,31,0,2,0,0,0,1,0,2,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,29,0,2,0,0,0,2,0,2,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0
00010546,28,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,26,3,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,4,0,0,0,0,0
00010550,22,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,19,0,2,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
00010559,15,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,14,0,0,0,3,0,0,3,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0
00010562,13,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0
00010564,15,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,14,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0
00010566,8,3,0,4,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,4,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
00010574,20,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,19,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0
00010580,13,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0,0,0,12,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,5,0,0,0
00010585,16,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0
00010587,17,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
00010598,27,1,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,24,3,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0
00010608,9,0,0,0,0,0,0,0,2,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0
00010609,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
00010610,7,0,0,0,0,0,0,2,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0
00010611,19,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,17,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0
00010620,31,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,2,0,27,4,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,3,2,0
00010624,9,0,2,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,8,0,2,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0
00010637,22,1,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,19,3,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0
00010645,26,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,2,0,25,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,2,0
00010649,8,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,1,0,8,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,1,0,8,0,0,0,0,0
00010650,21,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,20,3,0,0,3,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0
00010659,22,3,0,0,0,0,0,0,0,0,0,3,5,0,0,0,2,0,4,4,0,3,0,0,21,3,0,0,0,0,0,0,0,0,0,4,5,0,0,0,2,0,4,4,0,3,0,0
00010661,12,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,4,5,0,0,0,10,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,4,5,0,0,0
00010673,12,3,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,4,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
00010684,20,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,5,0,0,0,19,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,5,0,0,0
00010695,11,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
00010703,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,3,0,0
00010706,11,0,0,0,0,6,0,0,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,0,4,0,0,0,2,0,2,0,0,0,0,0,0
00010707,8,3,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,7,3,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0
00010710,19,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,18,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0
00010711,17,4,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,6,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
00010712,23,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,4,0,0,0,2,0,21,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,4,0,0,0,2,0
00010717,36,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
